what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1766714255993
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1766714255994
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1766714255994
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1766714255994
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1766714255994
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1766714255994
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1766714255994
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1766714255994
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1766714255994
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1766714255994
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1766714255994
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1766714255994
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1766714255994
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1766714255994
os,sysinfo,,,"win32",1766714256000
arch,sysinfo,,,"x86",1766714256000
ws,sysinfo,,,"win32",1766714256000
locale,sysinfo,,,"zh_CN",1766714256000
processors,sysinfo,,,"8",1766714256000
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1766714256000
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1766714256000
java.specification.name,sysinfo,,,"Java Platform API Specification",1766714256000
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1766714256000
java.specification.version,sysinfo,,,"1.6",1766714256000
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1766714256000
java.version,sysinfo,,,"1.6.0_23",1766714256000
java.vm.info,sysinfo,,,"mixed mode",1766714256000
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1766714256000
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1766714256000
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1766714256000
java.vm.specification.version,sysinfo,,,"1.0",1766714256000
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1766714256000
java.vm.version,sysinfo,,,"19.0-b09",1766714256000
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1766714256081
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1766714260722
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1766714261021
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1766714261022
started,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1766714261022
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1766714261026
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1766714261631
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1766714261720
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1766714261747
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1766714261766
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1766714261782
started,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1766714262448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714262590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714265461
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1766714265479
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766714269787
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1766714270128
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1766714270129
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1766714270129
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1766714270136
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1766714270140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714527773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714794751
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766714796113
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1766714796825
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1766714796825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1766714798293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714800842
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1766714802543
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1766714802563
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766714802752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714818728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1766714818745
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766714820828
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766714824100
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1766714824100
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766714824225
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1766714824673
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766714826868
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766714826868
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1766714826878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714830971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714836862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714842329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714845846
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1766714845863
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766714849839
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766714850299
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766714855977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766714976193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766715019501
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766715020337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1766715022384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1766715026002
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766715033740
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766715033834
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766715036284
