what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1766655577928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655587473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655607626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655609835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1766655610764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1766655611135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655611847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655613023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655617763
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766655619045
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766655619045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655620395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655668158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1766655671635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1766655675389
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766655676792
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766655676891
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766655687072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1766655688342
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766655690072
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766655693377
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766655693377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1766655697244
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766655698480
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766655698581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655705711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655707978
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766655719242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655722224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655726532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766655727187
