what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710163723
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1766710163735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710164070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710169378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710184246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710188210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710198714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710202374
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766710247281
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766710247342
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766710247342
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1766710247353
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766710248715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710252490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710257876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710257918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710259259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1766710259259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710259581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710262365
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766710266276
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766710266340
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766710271284
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766710271676
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766710271737
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766710274430
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1766710274430
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766710277252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710283201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710288894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710289472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710291348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710293660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710294932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710296020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710334352
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1766710338965
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1766710338965
started,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1766710338965
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1766710338977
started,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1766710340339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710340488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710349809
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1766710349837
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766710354120
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1766710354471
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1766710354481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710472074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710473328
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1766710473347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1766710473347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710474998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710490296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710493422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710494351
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766710494633
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1766710495111
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1766710495113
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1766710495113
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1766710496115
