what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_23",1766723633530
java.vm.info,sysinfo,,,"mixed mode",1766723633530
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1766723633530
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1766723633530
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1766723633530
java.vm.specification.version,sysinfo,,,"1.0",1766723633530
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1766723633530
java.vm.version,sysinfo,,,"19.0-b09",1766723633530
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1766723633628
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766723634632
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1766723635068
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1766723635089
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1766723635093
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1766723635274
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1766723635304
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1766723635321
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1766723635335
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766723637667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766723637708
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1766723637842
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1766723637847
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1766723637847
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1766723637847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766723639472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1766723647165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766723649742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766723652867
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1766723662924
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1766723662924
started,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1766723662924
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1766723662928
started,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1766723664132
